"","tournamentType","tournament","location","date","outdoor","surface","priceMoneyTotal","round","rankOpponent","opponent","opponentLink","win","score","eventPoints","rank","priceMoney"
"971","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Finals","3","Novak Djokovic","/en/players/novak-djokovic/d643/","W","764 762 64","1000","1","$2,400,000"
"972","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Semi-Finals","4","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","75 61 75","1000","1","$2,400,000"
"973","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Quarter-Finals","5","Andy Roddick","/en/players/andy-roddick/r485/","W","765 764 62","1000","1","$2,400,000"
"974","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Round of 16","60","Feliciano Lopez","/en/players/feliciano-lopez/l397/","W","36 64 61 64","1000","1","$2,400,000"
"975","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Round of 32","184","John Isner","/en/players/john-isner/i186/","W","674 62 64 62","1000","1","$2,400,000"
"976","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Round of 64","120","Paul Capdeville","/en/players/paul-capdeville/c634/","W","61 64 64","1000","1","$2,400,000"
"977","Grand Slam","US Open","New York, NY, U.S.A.","2007.08.27 - 2007.09.09","O","Hard","$8,848,000","Round of 128","319","Scoville Jenkins","/en/players/scoville-jenkins/j290/","W","63 62 64","1000","1","$2,400,000"
"978","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Finals","8","James Blake","/en/players/james-blake/b676/","W","61 64","500","1","$400,000"
"979","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Semi-Finals","20","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","W","63 677 761","500","1","$400,000"
"980","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Quarter-Finals","32","Nicolas Almagro","/en/players/nicolas-almagro/a479/","W","63 36 62","500","1","$400,000"
"981","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Round of 16","18","Marcos Baghdatis","/en/players/marcos-baghdatis/b837/","W","765 75","500","1","$400,000"
"982","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Round of 32","68","Julien Benneteau","/en/players/julien-benneteau/b747/","W","63 63","500","1","$400,000"
"983","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2007.08.13 - 2007.08.19","O","Hard","$2,200,000","Round of 64",NA,"Bye",NA,"","","500","1","$400,000"
"984","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Finals","4","Novak Djokovic","/en/players/novak-djokovic/d643/","L","672 62 672","350","1","$200,000"
"985","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Semi-Finals","60","Radek Stepanek","/en/players/radek-stepanek/s694/","W","766 62","350","1","$200,000"
"986","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Quarter-Finals","21","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","W","63 64","350","1","$200,000"
"987","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Round of 16","139","Fabio Fognini","/en/players/fabio-fognini/f510/","W","61 61","350","1","$200,000"
"988","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Round of 32","34","Ivo Karlovic","/en/players/ivo-karlovic/k336/","W","762 763","350","1","$200,000"
"989","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2007.08.06 - 2007.08.12","O","Hard","$2,200,000","Round of 64",NA,"Bye",NA,"","","350","1","$200,000"
"990","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","W","767 46 763 26 62","1000","1","$1,399,175"
"991","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Semi-Finals","14","Richard Gasquet","/en/players/richard-gasquet/g628/","W","75 63 64","1000","1","$1,399,175"
"992","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Quarter-Finals","18","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","762 36 61 63","1000","1","$1,399,175"
"993","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Round of 16","10","Tommy Haas","/en/players/tommy-haas/h355/","W","(W/O)","1000","1","$1,399,175"
"994","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Round of 32","24","Marat Safin","/en/players/marat-safin/s741/","W","61 64 764","1000","1","$1,399,175"
"995","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Round of 64","56","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","62 75 61","1000","1","$1,399,175"
"996","Grand Slam","Wimbledon","London, Great Britain","2007.06.25 - 2007.07.08","O","Grass","$10,039,193","Round of 128","86","Teymuraz Gabashvili","/en/players/teymuraz-gabashvili/g681/","W","63 62 64","1000","1","$1,399,175"
"997","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","36 64 36 46","700","1","$671,775"
"998","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Semi-Finals","4","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","75 765 767","700","1","$671,775"
"999","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Quarter-Finals","9","Tommy Robredo","/en/players/tommy-robredo/r419/","W","75 16 61 62","700","1","$671,775"
"1000","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Round of 16","15","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","763 64 64","700","1","$671,775"
"1001","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Round of 32","57","Potito Starace","/en/players/potito-starace/s843/","W","62 63 60","700","1","$671,775"
"1002","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Round of 64","168","Thierry Ascione","/en/players/thierry-ascione/a356/","W","61 62 768","700","1","$671,775"
"1003","Grand Slam","Roland Garros","Paris, France","2007.05.28 - 2007.06.10","O","Clay","$9,334,932","Round of 128","68","Michael Russell","/en/players/michael-russell/r368/","W","64 62 64","700","1","$671,775"
"1004","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","W","26 62 60","500","1","$400,000"
"1005","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Semi-Finals","36","Carlos Moya","/en/players/carlos-moya/m605/","W","46 64 62","500","1","$400,000"
"1006","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Quarter-Finals","14","David Ferrer","/en/players/david-ferrer/f401/","W","63 46 63","500","1","$400,000"
"1007","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Round of 16","19","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","62 63","500","1","$400,000"
"1008","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Round of 32","48","Juan Monaco","/en/players/juan-monaco/ma21/","W","63 26 64","500","1","$400,000"
"1009","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2007.05.14 - 2007.05.20","O","Clay","$2,200,000","Round of 64",NA,"Bye",NA,"","","500","1","$400,000"
"1010","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2007.05.07 - 2007.05.13","O","Clay","$2,200,000","Round of 16","53","Filippo Volandri","/en/players/filippo-volandri/v254/","L","26 46","75","1","$25,000"
"1011","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2007.05.07 - 2007.05.13","O","Clay","$2,200,000","Round of 32","40","Nicolas Almagro","/en/players/nicolas-almagro/a479/","W","63 64","75","1","$25,000"
"1012","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2007.05.07 - 2007.05.13","O","Clay","$2,200,000","Round of 64",NA,"Bye",NA,"","","75","1","$25,000"
"1013","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","46 46","350","1","$200,000"
"1014","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Semi-Finals","21","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","63 64","350","1","$200,000"
"1015","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Quarter-Finals","16","David Ferrer","/en/players/david-ferrer/f401/","W","64 60","350","1","$200,000"
"1016","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Round of 16","49","Hyung-Taik Lee","/en/players/hyung-taik-lee/l311/","W","64 63","350","1","$200,000"
"1017","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Round of 32","101","Andreas Seppi","/en/players/andreas-seppi/sa93/","W","764 766","350","1","$200,000"
"1018","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2007.04.16 - 2007.04.22","O","Clay","$2,200,000","Round of 64",NA,"Bye",NA,"","","350","1","$200,000"
"1019","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2007.03.19 - 2007.04.01","O","Hard","$3,200,000","Round of 16","55","Guillermo Canas","/en/players/guillermo-canas/c433/","L","672 62 675","75","1","$35,000"
"1020","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2007.03.19 - 2007.04.01","O","Hard","$3,200,000","Round of 32","34","Nicolas Almagro","/en/players/nicolas-almagro/a479/","W","75 63","75","1","$35,000"
"1021","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2007.03.19 - 2007.04.01","O","Hard","$3,200,000","Round of 64","69","Sam Querrey","/en/players/sam-querrey/q927/","W","64 63","75","1","$35,000"
"1022","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2007.03.19 - 2007.04.01","O","Hard","$3,200,000","Round of 128",NA,"Bye",NA,"","","75","1","$35,000"
"1023","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2007.03.05 - 2007.03.18","O","Hard","$3,035,000","Round of 64","60","Guillermo Canas","/en/players/guillermo-canas/c433/","L","57 26","5","1","$9,000"
"1024","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2007.03.05 - 2007.03.18","O","Hard","$3,035,000","Round of 128",NA,"Bye",NA,"","","5","1","$9,000"
"1025","ATP World Tour","Dubai","Dubai, U.A.E.","2007.02.26 - 2007.03.04","O","Hard","$1,401,250","Finals","18","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","64 63","300","1","$300,000"
"1026","ATP World Tour","Dubai","Dubai, U.A.E.","2007.02.26 - 2007.03.04","O","Hard","$1,401,250","Semi-Finals","9","Tommy Haas","/en/players/tommy-haas/h355/","W","64 75","300","1","$300,000"
"1027","ATP World Tour","Dubai","Dubai, U.A.E.","2007.02.26 - 2007.03.04","O","Hard","$1,401,250","Quarter-Finals","14","Novak Djokovic","/en/players/novak-djokovic/d643/","W","63 676 63","300","1","$300,000"
"1028","ATP World Tour","Dubai","Dubai, U.A.E.","2007.02.26 - 2007.03.04","O","Hard","$1,401,250","Round of 16","88","Daniele Bracciali","/en/players/daniele-bracciali/b570/","W","75 63","300","1","$300,000"
"1029","ATP World Tour","Dubai","Dubai, U.A.E.","2007.02.26 - 2007.03.04","O","Hard","$1,401,250","Round of 32","86","Kristian Pless","/en/players/kristian-pless/p491/","W","762 36 63","300","1","$300,000"
"1030","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Finals","9","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","762 64 64","1000","1","$1,004,560"
"1031","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Semi-Finals","7","Andy Roddick","/en/players/andy-roddick/r485/","W","64 60 62","1000","1","$1,004,560"
"1032","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Quarter-Finals","6","Tommy Robredo","/en/players/tommy-robredo/r419/","W","63 762 75","1000","1","$1,004,560"
"1033","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Round of 16","15","Novak Djokovic","/en/players/novak-djokovic/d643/","W","62 75 63","1000","1","$1,004,560"
"1034","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Round of 32","25","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","63 63 765","1000","1","$1,004,560"
"1035","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Round of 64","50","Jonas Bjorkman","/en/players/jonas-bjorkman/b446/","W","62 63 62","1000","1","$1,004,560"
"1036","Grand Slam","Australian Open","Melbourne, Australia","2007.01.15 - 2007.01.28","O","Hard","$7,297,052","Round of 128","82","Bjorn Phau","/en/players/bjorn-phau/p436/","W","75 60 64","1000","1","$1,004,560"
"1037","Nitto ATP Finals","Tennis Masters Cup","China","2006.11.13 - 2006.11.19","I","Hard","$3,700,000","Finals","8","James Blake","/en/players/james-blake/b676/","W","60 63 64","750","1","$1,520,000"
"1038","Nitto ATP Finals","Tennis Masters Cup","China","2006.11.13 - 2006.11.19","I","Hard","$3,700,000","Semi-Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","W","64 75","750","1","$1,520,000"
"1039","Nitto ATP Finals","Tennis Masters Cup","China","2006.11.13 - 2006.11.19","I","Hard","$3,700,000","Round Robin","4","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","762 64","750","1","$1,520,000"
"1040","Nitto ATP Finals","Tennis Masters Cup","China","2006.11.13 - 2006.11.19","I","Hard","$3,700,000","Round Robin","5","Andy Roddick","/en/players/andy-roddick/r485/","W","46 768 64","750","1","$1,520,000"
"1041","Nitto ATP Finals","Tennis Masters Cup","China","2006.11.13 - 2006.11.19","I","Hard","$3,700,000","Round Robin","7","David Nalbandian","/en/players/david-nalbandian/n301/","W","36 61 61","750","1","$1,520,000"
"1042","ATP World Tour","Basel","Basel, Switzerland","2006.10.23 - 2006.10.29","I","Carpet","$975,000","Finals","7","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","63 62 763","250","1","$142,000"
"1043","ATP World Tour","Basel","Basel, Switzerland","2006.10.23 - 2006.10.29","I","Carpet","$975,000","Semi-Finals","54","Paradorn Srichaphan","/en/players/paradorn-srichaphan/s675/","W","64 36 765","250","1","$142,000"
"1044","ATP World Tour","Basel","Basel, Switzerland","2006.10.23 - 2006.10.29","I","Carpet","$975,000","Quarter-Finals","15","David Ferrer","/en/players/david-ferrer/f401/","W","63 7614","250","1","$142,000"
"1045","ATP World Tour","Basel","Basel, Switzerland","2006.10.23 - 2006.10.29","I","Carpet","$975,000","Round of 16","75","Guillermo Garcia-Lopez","/en/players/guillermo-garcia-lopez/g476/","W","62 60","250","1","$142,000"
"1046","ATP World Tour","Basel","Basel, Switzerland","2006.10.23 - 2006.10.29","I","Carpet","$975,000","Round of 32","151","Tomas Zib","/en/players/tomas-zib/z074/","W","61 62","250","1","$142,000"
"1047","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Finals","10","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","75 61 60","500","1","$450,000"
"1048","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Semi-Finals","4","David Nalbandian","/en/players/david-nalbandian/n301/","W","64 60","500","1","$450,000"
"1049","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Quarter-Finals","47","Robby Ginepri","/en/players/robby-ginepri/g569/","W","63 764","500","1","$450,000"
"1050","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Round of 16","29","Robin Soderling","/en/players/robin-soderling/sa49/","W","765 768","500","1","$450,000"
"1051","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Round of 32","45","Nicolas Massu","/en/players/nicolas-massu/m655/","W","63 62","500","1","$450,000"
"1052","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2006.10.16 - 2006.10.22","I","Hard","$2,200,000","Round of 64",NA,"Bye",NA,"","","500","1","$450,000"
"1053","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Finals","55","Tim Henman","/en/players/tim-henman/h336/","W","63 63","250","1","$118,000"
"1054","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Semi-Finals","72","Benjamin Becker","/en/players/benjamin-becker/b896/","W","63 64","250","1","$118,000"
"1055","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Quarter-Finals","1078","Takao Suzuki","/en/players/takao-suzuki/s550/","W","46 75 763","250","1","$118,000"
"1056","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Round of 16","73","Wesley Moodie","/en/players/wesley-moodie/m759/","W","62 61","250","1","$118,000"
"1057","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Round of 32","276","Viktor Troicki","/en/players/viktor-troicki/t840/","W","762 763","250","1","$118,000"
"1058","ATP World Tour","Tokyo","Tokyo, Japan","2006.10.02 - 2006.10.08","O","Hard","$665,000","Round of 64",NA,"Bye",NA,"","","250","1","$118,000"
"1059","ITF","SUI v. SCG WG PO","Switzerland","2006.09.18 - 2006.09.24","I","Hard","","Round Robin","21","Novak Djokovic","/en/players/novak-djokovic/d643/","W","63 62 63","0","1","$0"
"1060","ITF","SUI v. SCG WG PO","Switzerland","2006.09.18 - 2006.09.24","I","Hard","","Round Robin","92","Janko Tipsarevic","/en/players/janko-tipsarevic/t742/","W","63 62 62","0","1","$0"
"1061","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Finals","10","Andy Roddick","/en/players/andy-roddick/r485/","W","62 46 75 61","1000","1","$1,200,000"
"1062","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Semi-Finals","6","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","61 75 64","1000","1","$1,200,000"
"1063","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Quarter-Finals","7","James Blake","/en/players/james-blake/b676/","W","767 60 679 64","1000","1","$1,200,000"
"1064","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Round of 16","79","Marc Gicquel","/en/players/marc-gicquel/g436/","W","63 762 63","1000","1","$1,200,000"
"1065","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Round of 32","84","Vincent Spadea","/en/players/vincent-spadea/s544/","W","63 63 60","1000","1","$1,200,000"
"1066","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Round of 64","62","Tim Henman","/en/players/tim-henman/h336/","W","63 64 75","1000","1","$1,200,000"
"1067","Grand Slam","US Open","New York, NY, U.S.A.","2006.08.28 - 2006.09.10","O","Hard","$8,332,000","Round of 128","109","Jimmy Wang","/en/players/jimmy-wang/w373/","W","64 61 60","1000","1","$1,200,000"
"1068","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2006.08.14 - 2006.08.20","O","Hard","$2,200,000","Round of 32","21","Andy Murray","/en/players/andy-murray/mc10/","L","57 46","35","1","$15,000"
"1069","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2006.08.14 - 2006.08.20","O","Hard","$2,200,000","Round of 64","45","Paradorn Srichaphan","/en/players/paradorn-srichaphan/s675/","W","75 64","35","1","$15,000"
"1070","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Finals","51","Richard Gasquet","/en/players/richard-gasquet/g628/","W","26 63 62","500","1","$400,000"
"1071","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Semi-Finals","16","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","61 57 63","500","1","$400,000"
"1072","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Quarter-Finals","41","Xavier Malisse","/en/players/xavier-malisse/m680/","W","764 675 63","500","1","$400,000"
"1073","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Round of 16","27","Dmitry Tursunov","/en/players/dmitry-tursunov/t315/","W","63 57 60","500","1","$400,000"
"1074","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Round of 32","33","Sebastien Grosjean","/en/players/sebastien-grosjean/g379/","W","63 63","500","1","$400,000"
"1075","ATP Masters 1000","ATP Masters 1000 Canada","Toronto, Canada","2006.08.07 - 2006.08.13","O","Hard","$2,200,000","Round of 64","36","Paul-Henri Mathieu","/en/players/paul-henri-mathieu/m850/","W","63 64","500","1","$400,000"
"1076","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","W","60 765 672 63","1000","1","$1,190,725"
"1077","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Semi-Finals","59","Jonas Bjorkman","/en/players/jonas-bjorkman/b446/","W","62 60 62","1000","1","$1,190,725"
"1078","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Quarter-Finals","10","Mario Ancic","/en/players/mario-ancic/a385/","W","64 64 64","1000","1","$1,190,725"
"1079","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Round of 16","14","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","63 63 64","1000","1","$1,190,725"
"1080","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Round of 32","77","Nicolas Mahut","/en/players/nicolas-mahut/m873/","W","63 762 64","1000","1","$1,190,725"
"1081","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Round of 64","64","Tim Henman","/en/players/tim-henman/h336/","W","64 60 62","1000","1","$1,190,725"
"1082","Grand Slam","Wimbledon","London, Great Britain","2006.06.26 - 2006.07.09","O","Grass","$8,847,338","Round of 128","50","Richard Gasquet","/en/players/richard-gasquet/g628/","W","63 62 62","1000","1","$1,190,725"
"1083","ATP World Tour","Halle","Halle, Germany","2006.06.12 - 2006.06.18","O","Grass","$775,000","Finals","15","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","60 674 62","225","1","$113,000"
"1084","ATP World Tour","Halle","Halle, Germany","2006.06.12 - 2006.06.18","O","Grass","$775,000","Semi-Finals","26","Tommy Haas","/en/players/tommy-haas/h355/","W","64 674 63","225","1","$113,000"
"1085","ATP World Tour","Halle","Halle, Germany","2006.06.12 - 2006.06.18","O","Grass","$775,000","Quarter-Finals","29","Olivier Rochus","/en/players/olivier-rochus/r397/","W","672 769 765","225","1","$113,000"
"1086","ATP World Tour","Halle","Halle, Germany","2006.06.12 - 2006.06.18","O","Grass","$775,000","Round of 16","51","Richard Gasquet","/en/players/richard-gasquet/g628/","W","767 677 64","225","1","$113,000"
"1087","ATP World Tour","Halle","Halle, Germany","2006.06.12 - 2006.06.18","O","Grass","$775,000","Round of 32","267","Rohan Bopanna","/en/players/rohan-bopanna/b757/","W","764 62","225","1","$113,000"
"1088","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","61 16 46 674","700","1","$598,350"
"1089","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Semi-Finals","3","David Nalbandian","/en/players/david-nalbandian/n301/","W","36 64 52 (RET)","700","1","$598,350"
"1090","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Quarter-Finals","12","Mario Ancic","/en/players/mario-ancic/a385/","W","64 63 64","700","1","$598,350"
"1091","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Round of 16","20","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","63 62 63","700","1","$598,350"
"1092","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Round of 32","35","Nicolas Massu","/en/players/nicolas-massu/m655/","W","61 62 674 75","700","1","$598,350"
"1093","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Round of 64","139","Alejandro Falla","/en/players/alejandro-falla/f444/","W","61 64 63","700","1","$598,350"
